amount,time,location,device,is_fraud
5381.695565075825,18,8,4,1
5459.122555594515,11,9,4,1
2525.339280022359,3,1,0,0
1070.0133434723464,9,3,4,0
5061.008070441741,15,2,0,0
1030.9652681991722,23,5,1,0
4630.047603293494,18,3,3,0
5548.90991381019,7,8,2,0
5606.388913673641,5,8,0,0
6029.009524723476,3,9,0,1
6983.511075417488,6,8,2,0
4002.1721407584837,13,2,3,0
5843.342270288922,12,2,4,0
4955.286019249865,20,3,3,0
1497.1863186824721,4,8,0,0
210.3887107309183,8,5,4,0
2279.9083784870854,2,8,1,0
3547.054482169267,9,7,2,0
4938.762025707107,14,6,3,0
6800.424847373127,19,4,4,0
1573.9845050657943,20,8,2,0
1008.7705702383244,16,3,3,0
7708.022180057249,22,3,0,0
868.8162522143749,23,7,0,0
3830.5361055069775,5,3,0,0
4686.582011702449,2,6,1,1
4333.288495154969,17,3,0,0
692.8270954783809,4,0,0,0
460.93017745893684,12,9,0,0
848.3400025509802,0,8,4,1
4686.773532561537,16,3,2,0
4357.037376636397,2,2,1,0
1873.7576323337703,18,2,3,0
5104.004264055505,20,8,1,0
6561.439678934917,19,7,2,0
337.4237839735172,21,9,0,0
3987.548898666599,11,6,0,0
5516.036744761009,7,6,3,0
2022.233856922148,7,3,1,0
2465.628387818727,14,2,1,0
4911.035034400124,10,3,3,0
7183.992671082677,19,5,1,0
6480.345740321681,0,3,1,1
4667.12610170117,15,3,1,0
5843.122633469207,13,1,3,0
2921.75564931135,6,6,3,0
5129.519397149568,5,5,2,0
3732.121821064818,20,1,1,0
1523.5394109781994,3,4,2,0
5615.397499648671,21,5,4,0
4453.934775603832,7,4,4,0
2872.179547718963,21,3,1,0
7291.156824678653,18,8,0,0
172.36827202473248,2,2,4,0
2529.606344239721,3,1,0,1
459.76677523228426,12,8,2,0
6133.385893191909,20,7,1,0
5618.349095639772,1,8,2,1
2654.160988796855,10,9,2,0
5406.924903145549,15,2,3,0
3170.518123436619,9,0,1,0
6051.249062422362,14,0,3,0
3636.198383579965,9,2,2,0
3301.176424014166,1,3,0,0
7478.165674328966,5,1,1,1
2010.7784036261482,13,7,1,0
967.9764832725406,1,2,4,0
4678.422190509368,9,3,0,0
7754.72788921201,16,5,0,0
3025.8245137488575,7,9,2,0
500.98392521210826,15,5,2,0
2717.745612139992,13,1,2,0
4049.92357628487,9,5,4,0
1299.5744380245485,12,3,0,0
5266.527233361654,0,4,3,1
7982.0063651365535,9,6,0,0
3616.657110471643,21,6,3,0
2841.05481105805,11,5,1,0
3208.629813841561,16,9,3,1
925.5936962696331,23,5,1,0
7066.7724434026595,13,5,2,0
3321.531115893209,4,3,0,0
3101.258919341606,18,2,2,0
5279.223732079142,4,0,0,1
3539.0572003443326,14,2,3,0
5187.626583118729,12,2,0,0
496.26308959564614,16,8,3,0
6510.718133059208,0,2,0,1
7524.329103270824,13,7,1,0
5191.8792623442905,3,7,3,1
7636.754601226192,8,2,2,0
1215.7013533878564,16,9,2,0
3821.9424348954276,2,9,2,0
4816.4448378938505,12,5,2,0
4655.984496132388,11,7,1,0
3214.6869238169006,15,7,1,0
2707.98485288326,3,9,4,1
1018.9580602905983,17,9,4,1
3136.980892245414,22,8,4,1
1305.4732167683537,2,8,4,1
5876.253583555286,16,7,0,0
1674.603329279247,0,6,3,0
473.22961574984816,18,9,2,0
4421.167271848788,21,2,0,0
4763.8617130916155,3,6,1,0
6975.944924937641,16,3,2,0
4617.967991279366,6,1,3,0
2767.1194255189484,1,7,3,0
6425.079992802933,11,1,1,0
4324.529751033431,4,0,2,0
638.845875626378,15,4,4,0
4528.975229704407,7,9,2,0
7264.608270646191,22,8,2,0
3173.5194408582734,7,4,3,0
2374.1247861889015,12,1,1,0
1152.0383088590704,13,9,2,0
1215.8069478731818,10,3,0,0
3465.008017312842,5,7,0,0
4767.460194171429,15,6,1,0
649.5201643309659,22,4,4,0
7516.8508692562,21,3,2,0
6042.293271474341,14,4,2,0
4695.058226677883,15,6,3,0
6628.367174157232,12,4,2,0
646.0931207128458,11,7,4,0
3817.3268274763295,17,6,2,0
5042.594549258999,17,6,2,0
6630.079984415723,13,8,3,1
6268.839132593896,1,7,0,1
2220.16865145863,21,7,0,0
7527.3369556258385,1,5,4,1
999.1450022398085,2,6,1,0
7001.693280876111,23,7,1,1
7767.667295588925,7,4,3,0
1421.3424181648913,10,9,2,0
5777.918183309263,11,1,3,0
327.0827226300977,3,6,0,0
3246.355486987544,8,9,4,1
4132.684977085404,23,2,1,0
4647.258581147525,16,9,2,0
7487.818299747233,23,7,1,1
5379.644244917086,15,5,0,0
3852.8172199978,16,3,2,0
6478.351914945785,14,1,0,0
7604.509903530499,19,6,1,0
181.41885871491527,21,0,1,0
7860.25757168703,6,6,0,0
693.6264518141243,9,9,2,0
6516.022300253747,3,9,0,1
2246.276346648543,23,6,2,0
1061.7763637422047,23,9,3,1
3521.64583951211,13,2,3,0
5153.43285268367,13,3,2,0
3050.710000962683,13,3,0,0
441.2504392201782,13,3,2,0
4797.69181157144,21,8,1,0
7219.7141925048445,19,5,0,0
3068.806850748277,17,9,2,0
1734.5805571584622,14,8,1,0
3543.4058807328593,22,3,4,0
391.65987483500305,18,6,1,1
6564.798237919797,12,9,2,0
6611.594783546743,11,8,0,0
4706.063705119879,18,9,0,0
2828.057597062424,18,2,3,0
6399.267998744038,19,2,2,0
4439.722763182996,1,5,1,0
6608.328806857379,20,7,1,0
5053.51304670125,2,0,2,1
6276.321758336315,9,3,1,0
4790.511130775991,4,7,4,1
3316.0578403842514,11,5,3,0
7663.777150109469,6,1,0,0
4331.205029906364,8,7,1,0
4842.690700731604,1,0,4,1
1767.7986771209203,9,0,2,0
5007.078061471076,5,6,1,0
4575.003157616136,11,9,2,0
1482.7829915864645,5,2,4,0
481.398843338384,2,7,4,0
4836.852761119595,9,8,0,0
6110.719693455812,8,7,2,0
4189.593960521455,19,0,3,0
1818.0471394305673,4,0,0,0
5333.843203660815,2,5,2,1
645.44528424377,4,0,2,0
3537.460469891627,7,7,4,0
1311.1172333953693,7,5,4,0
1479.7501132237676,13,4,2,0
1622.3401235198382,23,5,4,0
3096.7229210666032,21,3,2,0
413.945893935079,16,0,2,0
3185.35856022814,10,6,0,0
4096.101039682033,15,9,0,0
3868.93780830577,5,8,3,1
3065.3588827223093,10,3,0,0
6713.977131525666,9,3,1,0
1166.8869059019303,22,8,1,0
4048.045466532085,8,3,4,0
501.0211285676516,23,9,1,0
573.8896526288884,23,3,0,0
4593.057468168385,14,7,3,0
4530.317306978129,6,3,2,0
7024.877935191434,17,8,3,1
4465.200036902285,0,7,0,0
7678.529208136777,14,4,0,0
394.3153129574385,1,8,0,0
788.5714398220248,21,7,4,0
357.30656325519925,1,9,1,0
1486.2884184166526,9,3,0,0
4332.4545369787165,19,3,2,0
5166.349590512287,14,0,1,0
369.453337799607,9,3,1,0
7568.037264315566,18,7,4,0
6738.112186319797,21,4,3,0
2376.4167948459594,12,5,1,0
622.1143041606114,23,3,1,0
1363.2471503863628,10,4,0,0
1019.9205879710065,21,9,2,0
990.65381549508,1,7,0,0
4150.900700882543,20,8,2,0
1970.5503027347354,12,2,1,0
2868.3270336505097,21,9,2,0
7916.095140407658,21,3,0,0
5476.092420158131,20,0,0,0
7592.100433040776,0,4,3,1
1144.739657489759,4,3,4,0
3060.2051012863913,20,5,3,0
4440.080767242423,21,5,1,0
618.6807048004605,6,9,2,0
38.47861180552313,12,5,0,0
5365.122498706356,12,2,0,1
5136.347036827476,19,6,0,0
3289.256535946896,22,2,0,0
3919.704387876101,20,5,1,0
3326.4667897337563,5,9,4,1
196.9203335348864,19,0,3,0
2686.2959917086123,11,7,3,0
1420.7726319013323,7,6,0,0
791.9013918654431,8,8,0,0
7653.979868945352,17,2,2,1
4796.881001712114,10,7,0,0
5830.6069924716385,19,1,3,0
2526.3331274126094,10,8,2,0
3148.2113003046516,23,0,2,0
1899.2073312043042,23,9,0,0
780.2405393685708,14,6,2,0
1436.3579413454625,8,9,4,1
6381.124792145404,2,0,0,1
5421.978712444287,16,5,4,0
4377.696363503888,16,0,0,0
3803.343533569811,2,3,4,0
7379.862097830715,18,6,0,0
586.5159074904539,8,1,3,1
2248.4035018371383,16,2,0,0
2802.753139297859,22,3,3,0
6260.494368641239,17,5,1,0
7940.154388194961,22,8,1,0
1929.1607654834388,14,3,0,0
6995.087136425959,0,5,3,1
6645.8289696521715,9,6,3,0
1801.135894145924,7,3,2,0
3197.6639786927844,9,5,2,0
3280.3345899936903,1,2,4,0
7825.874244869834,18,4,2,0
1451.2307515242921,13,9,0,0
6394.2679789827325,7,3,2,0
2676.870749814014,18,6,2,0
5848.3084144804025,0,5,0,1
3362.9879793438245,15,6,0,0
4628.986306116737,23,5,4,1
6661.731127742419,14,1,3,0
6434.303692046154,19,6,2,0
6932.053352399903,23,7,1,1
481.64051613054886,4,6,3,0
5537.94417155276,2,3,0,1
1124.199076890494,16,3,2,1
3329.469451307196,9,4,4,0
4390.964378362234,4,8,1,0
3224.902180550912,10,4,3,0
4159.295348045045,5,1,2,0
7972.22783884496,3,4,0,1
1086.0624231342736,6,2,3,0
5405.271082464722,18,9,1,0
3171.0277262529935,6,7,0,0
1068.4133422640937,13,9,1,0
1274.1004231776046,16,9,2,0
7594.438484433707,22,1,3,0
7037.413966210537,16,3,4,0
7256.800473518099,12,4,2,0
7932.304542739956,0,3,2,1
1670.481543118101,1,4,4,0
2846.737502225674,17,9,4,1
5355.406144249309,3,3,0,1
3873.001306185875,12,2,1,0
3350.024319359776,0,0,2,0
2865.7009384380663,3,3,0,0
4752.276152387901,1,8,0,1
4606.869461977456,3,0,2,1
1295.8553833435994,15,6,1,0
3776.56000095992,3,2,4,1
4430.006850797749,8,7,2,0
4564.444075157467,16,5,1,0
1684.8070073342526,20,0,4,0
5939.459781057033,22,9,3,1
206.46676309445172,19,4,2,0
2841.8806850675855,20,7,2,0
6242.80012504239,1,2,1,1
4513.3239038379415,2,3,0,1
2092.9936479243274,22,6,0,0
5561.150189147666,14,5,1,0
4541.290598527807,6,6,2,0
6370.9676576038155,3,8,2,1
5881.526363587638,11,8,2,0
4882.812836679696,0,1,3,1
3907.980514109958,16,2,0,0
1069.7910947118496,3,3,3,0
2094.3574779936434,3,5,2,0
3355.700285972097,21,4,0,0
4796.3977996160775,22,5,2,0
4112.094302446362,8,7,2,0
2309.0352850464383,20,1,1,0
56.682540528735856,9,5,0,0
3972.4325790970074,18,8,2,0
2288.5797785551335,18,4,4,0
5878.193364180728,14,0,4,0
196.4503908375155,21,7,2,0
4680.698351389798,16,3,1,0
7532.086528860993,6,7,2,0
1399.4020905564387,2,3,4,0
3775.83767855101,4,7,0,0
735.9188245780197,15,8,1,0
5007.326888529514,22,4,2,0
4406.500786366823,6,4,4,0
3261.887366081595,15,1,0,0
4173.409286682561,8,8,4,1
7173.114394459736,0,3,1,1
1574.372946976981,2,2,3,0
185.40327108425114,7,1,2,0
6894.010753169312,17,2,0,0
4619.051073691312,23,3,1,1
7125.81435141743,23,8,1,1
4777.5770611883145,17,5,3,0
6482.237914227821,23,9,3,1
3440.238540024408,18,4,2,0
6000.130150649709,6,8,2,0
7304.766527784399,19,7,1,0
4579.123094959039,5,5,2,0
1450.3772787462244,10,2,2,0
2154.0369321664343,4,6,3,0
1593.1633922947592,11,9,1,0
1978.6219356278846,0,5,4,0
2454.791517561536,18,7,4,0
4443.294625091742,10,5,0,0
4705.993077563343,14,9,3,1
3414.8654791986796,15,3,0,0
4925.28913466758,2,9,1,1
657.1915302628705,10,6,4,0
706.8669552799889,10,6,4,0
1378.7765355594793,9,7,4,1
4147.029596832556,1,1,0,0
1715.887456193017,19,5,2,0
2269.8588059231556,4,2,0,0
3205.5011252030877,22,7,4,0
6495.869661462987,22,3,3,0
115.82777662331665,7,3,3,0
5196.783667791796,12,1,0,0
5352.667865670279,14,5,0,0
6390.2529639513095,1,5,1,1
7462.3597477872045,11,0,0,0
166.00210234957217,23,7,0,0
1234.5007255781634,7,2,4,0
7089.939495977665,20,0,2,0
3670.855904685188,18,9,4,1
4518.902158273041,22,0,2,0
5305.902493766564,0,0,4,1
5434.137502942621,7,4,4,0
7454.264524515483,9,4,1,0
7975.610592206299,12,0,2,0
5762.658900142867,4,4,4,1
2301.3335675951807,21,6,4,0
7038.620456343277,8,4,2,0
398.521211753389,9,8,1,0
1852.4914187315972,13,3,2,0
7179.598811122401,23,8,1,1
2053.2511579426427,10,7,1,0
1769.105221675879,13,0,3,0
1109.3117186562768,2,3,1,1
6873.598502387097,20,6,3,0
4002.965782232738,15,0,0,0
5400.771158417968,19,7,1,0
1916.3357406798623,16,1,2,0
6065.533165984676,4,7,3,1
6081.244331971978,6,3,0,0
2504.2212091418596,16,7,0,0
3288.4076509172114,19,0,1,0
1681.4737680544558,21,4,2,0
7812.60538146662,10,8,1,0
5166.592603582001,11,6,4,0
7476.678326320547,23,2,0,1
2430.5674213149196,1,3,4,0
6256.217849410134,18,9,4,1
6128.039857858513,4,6,3,1
5534.786936672999,10,5,4,0
7725.283607258069,22,3,0,0
3151.474912169993,18,2,0,0
1050.0850021001095,6,1,2,0
5375.312329656266,20,9,1,0
5835.831854815264,21,8,2,0
4602.609284803223,5,2,2,0
1658.5090556015032,10,6,1,0
4038.1252536464963,13,0,0,0
2500.9569438701897,3,7,3,0
3422.594892692679,7,0,4,0
5163.522513878088,8,1,3,0
5962.991867813223,1,0,4,1
1861.6364037562382,10,3,1,0
3245.576258372392,19,1,1,0
2156.9467600780754,21,0,2,0
1593.0597528256435,6,0,1,0
6268.180823866728,3,1,4,1
7274.475292023754,23,5,3,1
2965.006324548191,13,1,3,0
6011.475000368266,23,1,3,1
7176.477338468467,0,7,3,1
6769.763063189202,23,4,2,1
1466.5930413711112,11,7,3,0
7650.553592699323,18,7,4,0
3016.5281412335526,4,1,2,0
2717.2290860848216,7,6,2,0
504.1384615858538,10,8,2,0
3891.9583645685398,21,7,1,0
876.563857049225,3,8,2,0
1992.0758683147708,14,7,4,0
2538.9562610294147,19,3,3,0
6471.5664563160135,11,9,1,0
7004.531759915193,19,6,3,0
2423.2182081044502,21,8,0,0
6870.291479350369,22,8,1,0
6858.561344271479,20,3,4,0
6118.384348327064,9,6,1,0
1177.8274365513764,23,5,2,0
5524.131160971328,15,2,1,0
7560.467396321647,22,9,2,0
5461.91112774342,7,5,3,0
2656.2767086171325,19,7,1,0
4007.131642859496,7,1,1,0
5167.571721591674,5,2,4,0
4087.010417784386,2,7,0,0
964.0237691391037,7,3,1,0
2499.952036992905,22,3,3,0
6420.156264276292,9,1,2,0
6892.037278533662,4,9,3,1
1102.713761560984,10,0,4,0
7619.332085427804,3,6,1,1
2633.9368296996317,16,3,0,0
5300.198341152106,2,5,0,1
6015.842041923665,17,7,1,0
6496.510145929878,7,6,0,0
7566.268869296311,23,6,3,1
2506.7917864904366,11,5,2,0
6868.759104139678,20,3,1,0
1057.8367929724752,15,3,2,1
5641.8020462969735,13,8,0,0
5937.111947464317,20,4,4,0
5423.397313404557,15,8,2,0
2022.2563154005481,3,8,4,1
6984.979960386551,0,3,3,1
1355.023414646308,0,1,4,0
433.8101582090425,21,1,2,0
5741.132599942238,14,8,2,0
3806.428343285706,19,8,1,0
6793.538669569615,19,2,4,0
3070.26014276078,2,4,3,0
1350.387315119164,13,4,1,0
6692.355328796609,8,1,1,0
4393.532504962373,18,1,3,0
1517.6203601608872,7,9,1,0
5764.470068698633,1,0,3,1
4091.353539723557,3,1,0,0
4836.482293011357,0,6,1,1
3689.8822139616223,10,0,2,0
6630.528325624961,4,0,0,1
6637.3539118859835,1,8,1,0
5676.563630485968,12,1,3,0
847.6840122847159,16,3,0,0
6711.636625923031,16,2,0,0
5369.748779360614,17,3,2,0
5577.708207204375,20,6,1,0
2907.047809028954,8,9,1,0
7034.840051475268,5,1,3,0
5804.345943877685,19,1,0,0
905.1607799009098,2,8,2,0
3265.1853850772704,7,5,3,0
7091.6109938713325,2,6,3,1
382.33763007054506,0,4,2,0
7691.525874038186,19,4,1,0
5434.904733714904,12,3,2,0
5052.850941258796,20,7,1,0
2168.1212556214914,4,6,4,0
1994.0903509697207,15,9,0,0
7536.755464811321,20,1,2,0
2389.6882716018113,23,1,3,0
6205.1648472684,15,5,1,1
3148.008776665598,23,0,0,0
1118.3362959237083,11,6,0,0
90.6688050743948,12,7,2,0
4356.33740943693,3,9,3,0
7806.351654298716,8,7,2,0
2956.24386950459,15,2,3,0
2860.7527102743934,0,6,4,0
2756.0124847062893,4,0,2,0
4166.747979252343,20,2,1,0
3528.115742977227,4,5,2,0
7039.91744068248,23,8,2,1
4046.638729829305,18,4,4,0
4064.5239163176075,8,4,4,0
1111.28089979085,7,8,2,0
7862.002629578536,18,8,3,1
2003.5332624962932,17,5,4,0
591.5457193395233,14,4,4,0
5306.8542605567945,3,9,3,1
4764.9541294041965,14,1,0,0
3324.089503672002,12,7,4,0
3380.426909876021,17,7,4,0
6281.586048766218,19,6,3,0
1569.7225575966943,4,7,3,0
6562.9252849643935,17,2,2,0
5191.73317559067,7,2,2,0
3354.6633413672976,0,1,0,0
3666.9387895880295,18,0,0,0
2056.894421452836,22,2,0,0
6018.154089912314,16,2,1,0
4105.433564730615,1,6,3,1
2570.2320692849994,18,9,4,1
4770.420675508797,15,8,3,1
7965.896944150328,17,0,3,0
3484.921925854148,1,7,0,0
7365.927749225063,5,0,3,0
2763.409635196906,6,2,1,0
442.58799186526215,5,3,4,0
1637.9156404155888,5,7,0,0
3352.4676709048354,8,0,2,0
1760.9812541135793,7,1,4,0
6.815170554953022,23,4,2,0
7320.437294291481,21,5,2,0
6751.815892791277,20,4,3,0
5939.626390738143,8,2,4,0
1346.6776921899989,11,9,1,0
967.3067917988385,17,6,3,0
545.4999720317034,22,0,2,1
5793.613364239505,5,1,4,0
7430.819645699643,22,8,3,1
3447.133888199731,3,3,4,0
957.5296726084051,6,7,0,0
4101.580601753192,17,8,1,0
2793.911100131748,19,6,1,1
3001.7252701782318,4,0,1,0
4972.53834012488,17,4,2,0
5751.151315531308,9,5,2,0
889.2757729909209,7,7,1,0
289.5438952977787,0,9,4,0
7954.67076997229,14,7,0,0
1865.663149579837,2,8,2,0
435.3750466431303,14,8,3,0
1523.0532561218802,13,3,3,0
316.46798155597145,0,5,2,0
3137.5281024642873,20,2,1,0
6420.202266688338,7,0,4,0
2733.2493758129763,6,5,0,0
3556.2463379925407,8,0,3,0
5406.316254671673,17,8,2,0
4073.608090208692,11,5,4,0
6892.258259740487,7,0,1,0
6928.955221990824,7,2,0,0
84.23601045177337,5,0,0,0
6225.480220333177,2,1,3,1
3688.5651339321826,1,5,3,0
7910.780127722786,13,6,2,0
3868.440446624104,7,0,0,0
7895.2330833794385,5,9,1,0
6037.782042839864,3,4,1,0
1992.596052483384,4,5,2,0
4309.467859399227,20,3,0,0
7937.124437631269,12,5,3,0
6860.95720897663,8,4,1,0
783.4483158608127,12,6,4,0
5652.444114495918,8,3,2,0
2767.90878903715,23,0,1,0
60.823183733383196,23,1,4,0
3230.8303473708615,15,5,4,0
1881.8616016911456,11,9,1,0
6551.85981781117,1,1,2,1
2701.958217721895,18,4,4,0
6621.0519331607675,15,3,4,0
9.780520984188492,23,6,0,0
2466.0141044588227,12,3,0,0
1933.1158883905568,4,6,0,0
1872.3710517435447,22,7,4,0
550.1520250248743,23,6,4,0
1501.0585419319614,5,1,2,0
4446.618811235531,20,0,3,0
2334.431777337767,23,4,0,0
3342.0712847215377,16,6,3,0
3018.050708375772,16,0,0,0
7007.859875374157,16,7,0,0
7242.865497089071,2,2,2,1
3946.190988388601,12,6,2,0
2644.5968227732574,11,2,1,0
858.8716284988973,5,3,0,0
7627.45602065985,21,7,0,0
486.51442447787815,20,1,0,0
2384.713969158402,12,5,2,0
2388.0392783541834,13,9,0,0
2566.6082826910183,6,8,1,0
1318.4733119629122,4,9,4,1
6266.375640234959,13,8,1,0
984.3704064180838,17,4,4,0
5081.078739929537,3,2,2,1
995.1489835130105,0,5,3,0
568.9324225556877,6,8,2,0
7275.888881968583,19,5,3,0
1525.0794867180518,12,3,4,0
6570.894985704836,3,4,3,1
4359.323814501551,12,6,4,0
627.462874272113,3,9,3,1
7643.808290547349,2,2,4,1
1979.4545301001808,7,8,3,1
6877.864536094089,19,0,4,0
1354.6359962475906,7,7,1,0
6832.273342724114,16,4,0,0
110.76435917782541,14,9,1,0
4096.684750272998,3,8,2,0
6156.693422475347,5,1,3,0
7478.690162354803,23,0,4,1
7274.071078970864,21,9,1,0
6557.9008320334215,5,6,1,0
7106.089840542126,9,9,4,1
1597.7613882674266,3,8,3,1
2277.0534442152716,8,4,2,0
2315.303356743863,15,3,2,0
3019.546178358582,6,3,2,0
3149.5987597295834,13,7,4,0
4358.71982061413,5,0,1,0
1283.238708114699,0,0,2,0
5531.517076968985,17,7,1,0
1344.6944817395295,11,1,2,0
2485.9163144258573,21,9,2,0
4029.2443191962016,14,5,3,0
6372.5422893802015,0,1,4,1
5917.056519743624,14,4,3,0
5166.047179502126,14,2,1,0
1250.4072183384603,15,6,1,0
4378.627538196544,20,8,4,1
704.1347818900841,0,1,2,0
3022.0185984892228,2,6,4,0
3311.0646596682236,11,7,2,0
323.2924583688018,6,9,0,0
2195.5348552624246,4,7,0,0
7645.417490795582,0,6,4,1
7629.292699598368,0,3,0,1
2821.8547987490515,14,3,0,0
349.5853710418508,7,9,1,0
1436.8640399288115,10,8,2,0
3140.7812585011534,13,9,0,0
7582.498685263992,22,8,3,1
1133.8865129797935,12,4,1,0
6109.309170127357,18,6,2,0
873.9169023006632,11,6,1,0
7850.154331243259,21,8,3,1
3056.0239103775343,18,6,2,0
6203.000138497953,3,7,4,1
2744.0157070749988,3,6,4,0
5023.212672884675,2,3,1,1
1540.1685974965937,5,1,4,0
1172.4380492792154,4,2,2,0
7504.82279584721,10,6,3,0
7341.5899868459455,8,8,3,1
7100.314177001995,2,1,4,1
5005.340434081915,8,6,0,0
6467.104348674145,11,3,0,0
556.9503106064425,2,6,0,0
2681.6383899159796,19,4,4,0
2513.056482433464,16,6,4,0
5086.9843490111425,20,5,4,0
2850.882398897771,11,1,2,0
1192.311719241228,17,6,0,0
4773.754267931282,3,4,1,1
6515.999445749307,9,8,2,0
3060.0773382074854,17,0,2,0
1062.4883772123612,7,0,4,0
1577.5221375160204,8,1,4,0
1903.679024829225,18,7,2,0
2402.681255991317,12,8,4,1
5144.146588697941,5,6,0,0
4809.559148879063,21,0,2,0
5570.158493228478,6,6,2,0
2903.203366329448,20,7,2,0
6592.8612267804265,5,6,4,0
1636.6808509403033,10,4,2,0
3754.980776407641,16,6,1,0
6408.505078723735,18,9,1,0
1445.368388622291,11,1,0,0
883.3555943575597,20,8,2,0
7070.053321665478,20,1,2,0
2746.722653759771,23,1,4,0
5472.541648647711,12,4,3,0
207.66209109018814,17,7,3,0
5521.92487283355,6,5,2,0
2532.2299858180295,22,8,0,0
450.6481244315967,4,5,1,0
4880.453028577195,15,4,2,0
1930.2265095050202,21,0,2,0
3097.5239002047806,3,7,0,0
649.2435942306762,22,2,0,0
1181.5701925040878,0,1,3,0
2387.3279977892707,3,6,2,0
722.6272069784563,2,1,2,0
7287.05598616709,3,0,4,1
53.34611025590745,0,1,1,0
3873.4624498201697,11,5,4,0
990.3634277697488,12,1,4,0
2464.8943203761987,1,0,1,0
7408.846180747032,8,0,2,0
1297.7479534255249,6,3,3,0
7726.8293961480695,12,7,1,0
1650.3260440304266,21,5,0,0
5933.821037192302,1,3,2,1
4375.684732854007,0,5,1,0
7076.40742713609,17,5,1,1
4434.176077747532,6,8,1,0
4278.800957154688,17,3,3,0
1567.6867129453572,18,5,4,0
1334.0037496030116,7,9,4,1
7332.330763168536,22,0,1,0
2626.066399806022,11,6,1,0
2979.797628428353,10,6,4,0
6079.790149134965,8,0,3,0
2713.8937419703448,3,7,2,0
7616.739260878827,6,4,4,0
5904.732513145408,16,8,1,0
4781.446794374493,10,7,3,0
7047.756808555296,1,2,3,1
401.5992372541146,22,0,1,1
2060.216224052724,17,2,0,0
3722.9654920961752,21,1,3,0
1819.6934230748107,11,1,4,0
5952.521972480705,8,3,0,0
7354.0682082745325,10,1,2,0
3393.0421088477324,4,7,4,0
2740.3501378946003,6,4,1,0
7692.598103439842,0,0,0,1
3561.595200456189,23,5,4,0
3914.941961592019,4,6,3,0
2816.4407293735335,5,0,1,0
7276.840041732046,12,2,0,0
4553.7990888383965,10,8,3,1
6098.585824517249,7,6,1,0
6495.394713215336,19,3,1,0
2738.083090128479,1,5,0,0
3472.3861789064385,14,5,0,0
6788.531836378086,9,2,0,0
2909.226536648103,7,1,4,0
6352.511391947551,1,4,1,1
7528.233618982625,20,7,2,0
4987.566932678716,14,2,3,0
5934.310163177852,5,4,0,0
6441.753009768873,4,2,1,1
6761.0919929286565,21,6,3,0
3163.4514361650836,21,5,2,0
414.8513561121054,2,5,3,0
3218.0007885377327,10,0,2,0
5391.6810571237975,10,1,0,0
3605.5513343174384,15,5,4,0
5992.960391128887,2,7,2,1
2859.0745236019675,8,4,0,0
5079.779408126717,2,1,3,1
1495.4263398075268,18,4,3,0
5996.2086459764305,10,8,3,1
4367.839270660142,13,5,4,0
1636.4947864300716,1,4,1,0
2338.829832114969,6,9,2,0
5990.1266251117495,9,5,1,0
3863.3968791138577,9,8,3,1
1732.1713659426123,19,6,4,0
7738.33316701053,0,9,0,1
5722.4245334360185,5,2,4,0
7657.29298615567,20,9,1,0
3419.704837655944,13,9,3,1
3803.427223830305,1,4,2,0
7184.151953399229,5,3,4,0
4202.76947526185,0,4,1,0
5659.6949006858085,2,7,1,1
2021.122155576762,3,5,0,0
3576.578117277611,12,3,2,0
991.9816771537891,2,4,1,0
1651.8103868363087,14,6,2,0
12.54260506471054,12,7,3,0
318.92408793103857,21,4,4,0
7818.38416629955,10,1,1,0
1942.6177926184146,3,5,3,0
5308.169122484495,16,8,0,0
6713.602091902894,4,2,2,1
4407.530371596331,20,6,3,0
1229.3902781712297,23,7,2,0
5826.29091650265,7,5,2,0
4804.010023746167,20,2,1,0
5851.348461832264,23,0,2,1
6159.124249742412,9,2,3,0
7803.405889639537,6,5,0,0
4590.638423813546,16,3,1,1
2736.4206959613616,6,0,4,0
5189.474132417396,23,5,0,1
552.1834703947959,18,0,3,0
7179.691559981083,8,7,1,0
959.4511856488833,23,2,2,0
2626.103488897117,1,2,0,0
6526.884318105836,21,0,1,0
4780.512464754041,19,2,4,0
3152.1159846181495,18,6,4,0
3790.118096703296,5,9,4,1
6837.106408651432,9,7,1,0
2723.335066548838,12,7,0,0
6957.84923007331,1,2,2,1
709.6347756586484,9,4,0,0
6215.503505483002,9,0,2,0
6781.143326272617,4,8,0,1
1458.6321344345233,21,7,0,0
3445.6205263157426,3,9,1,0
1328.1706984359266,22,1,4,0
5654.300011308771,1,9,4,1
4285.105405652946,6,0,4,0
5084.410156933027,17,3,4,0
1575.913300814908,16,8,0,0
1697.9081671090942,10,7,4,0
336.7711174517014,20,2,0,0
2579.9299438898593,17,9,2,0
4480.158567362731,7,5,3,0
6864.189637408644,11,8,3,1
5337.084942432152,23,9,2,1
3485.9936055810126,0,7,0,0
7625.195314581131,19,9,4,1
5755.365378603776,20,4,1,0
7441.670796886087,11,8,0,0
4223.065846310965,5,8,0,0
2074.939676971151,2,2,2,0
427.3493574859523,4,7,2,0
5810.048387613385,13,3,1,0
974.8174690542453,11,9,4,1
2425.6871505343775,12,6,3,0
4262.10490853176,12,9,4,1
4517.5106192990825,16,7,4,0
4806.662659912153,23,6,0,1
1334.2113661458566,14,4,1,0
3041.0005515490816,5,0,0,0
4939.467845800149,11,7,2,0
7758.701822747109,1,4,3,1
5822.410945909011,3,2,1,1
